Vehicle.Type,Drive.Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears,Fuel Delivery - Gasoline Direct & Port Injection (GDPI)
Sedan/Wagon,Four Wheel Drive,1997,144,0.017,27.26247,22.32708,19.34147,25.97836,398.03688,459.47906,342.09236,3396.985,-,147.2158,160.2121,9.9495,1.085786,0.047039,37.98479,0.279,-,0.721,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.053,-,-,0.887,-,4.4,-,4.3,0.665,0.316,0.019,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1998,179,0.023,26.49171,21.64578,18.67375,25.2141,410.56502,475.90859,352.46151,3525.564,-,149.0581,169.2195,9.9694,1.136447,0.047879,38.16001,0.243,-,0.757,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.176,-,-,0.988,-,4.4,-,4.5,0.603,0.394,0.004,-,-,-,-
Sedan/Wagon,Four Wheel Drive,1999,186,0.022,26.21574,21.39968,18.24851,25.17801,415.28666,486.99874,352.9668,3558.315,-,149.2234,171.5986,9.8937,1.151515,0.048129,38.08794,0.227,0.002,0.771,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.179,-,-,0.988,-,4.5,-,4.6,0.542,0.449,0.009,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2000,190,0.021,26.3022,21.32352,18.37604,24.67994,416.76975,483.61893,360.09005,3603.001,-,152.6515,181.4837,9.161,1.190934,0.050149,38.44137,0.254,0.002,0.744,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.24,-,-,1,0.237,4.5,-,4.6,0.529,0.429,0.042,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2001,273,0.032,25.24429,20.45647,17.47884,23.81867,434.43474,508.44334,373.11068,3830.791,-,156.9463,200.1445,8.698,1.292492,0.052344,39.3797,0.277,0.005,0.719,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.337,-,-,1,0.329,4.8,-,5,0.321,0.545,0.134,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2002,318,0.038,25.77336,20.82865,17.65067,24.38241,426.67194,503.49366,364.484,3827.523,-,155.2757,201.2217,8.797,1.319951,0.052762,39.94781,0.275,0.002,0.722,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.302,-,-,1,0.303,4.8,-,5,0.297,0.651,0.053,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2003,276,0.035,26.24907,21.12675,17.84655,24.71909,420.65156,497.9675,359.51973,3800.558,-,153.7334,193.7165,9.066,1.271704,0.050888,40.20943,0.189,-,0.811,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.229,-,-,1,0.366,4.7,-,5,0.376,0.582,0.042,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2004,410,0.054,24.77487,19.9364,16.75708,23.3595,445.76745,530.34311,380.44479,4010.245,-,173.887,218.5426,8.6301,1.27803,0.054527,40.03723,0.172,0.002,0.827,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.167,-,-,1,0.408,4.8,-,5.4,0.33,0.55,0.12,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2005,462,0.058,25.02883,20.05536,16.83593,23.43619,443.12342,527.85922,379.19992,3966.242,-,177.5332,226.1405,8.338,1.294328,0.056834,39.81612,0.142,-,0.788,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.12,-,0.013,0.987,0.391,4.8,0.07,5.3,0.309,0.487,0.134,-,-,-,-
Sedan/Wagon,Four Wheel Drive,2006,461,0.058,25.38522,20.31408,17.08978,23.68516,437.47986,520.01846,375.2139,3993.915,-,182.6257,234.8936,8.1521,1.30856,0.058586,40.6262,0.133,-,0.815,-,-,-,-,1,-,-,-,-,-,-,-,-,1,0.153,-,0.025,0.964,0.596,5.1,0.052,5.4,0.259,0.391,0.256,0.042,-,-,-
Sedan/Wagon,Four Wheel Drive,2007,463,0.057,25.56921,20.49158,17.13562,24.04394,433.88085,518.8542,369.77815,3992.026,-,186.1312,239.5418,8.0645,1.294394,0.059653,40.96825,0.137,-,0.803,-,-,-,-,0.997,-,0.003,0.003,-,-,-,-,-,0.997,0.171,-,0.011,0.989,0.534,5.4,0.06,5.5,0.165,0.294,0.435,0.047,-,-,-
Sedan/Wagon,Four Wheel Drive,2008,535,0.073,25.85347,20.71755,17.29918,24.34692,429.08408,513.86775,365.12447,3956.405,46.01832,185.3526,242.9047,8.0418,1.313704,0.060827,41.05669,0.113,-,0.881,-,-,-,0.107,0.891,-,0.002,0.002,-,-,-,-,0.004,0.994,0.17,-,0.008,0.998,0.466,5.4,0.006,5.4,0.221,0.231,0.46,0.078,0.004,-,-
Sedan/Wagon,Four Wheel Drive,2009,378,0.067,26.70325,21.32811,17.90891,24.91686,416.7385,496.30157,356.71724,3918.953,46.2253,179.7618,237.4399,7.9841,1.322404,0.059935,41.82943,0.09,0.003,0.907,-,-,-,0.249,0.75,-,0.001,0.001,-,-,-,-,0.001,0.998,0.176,-,0.004,0.996,0.631,5.5,-,5.2,0.28,0.149,0.424,0.136,0.011,-,-
Sedan/Wagon,Four Wheel Drive,2010,359,0.059,26.65964,21.32328,17.8267,25.02636,416.77456,498.52175,355.10563,4058.536,47.02099,189.4443,257.2041,7.6356,1.367892,0.062721,43.40848,0.072,0.013,0.814,0,-,-,0.296,0.704,-,-,-,-,-,-,-,0,1,0.205,-,0.006,0.994,0.984,6,0.101,5.5,0.089,0.113,0.458,0.222,0.016,-,-
Sedan/Wagon,Four Wheel Drive,2011,480,0.084,27.54265,21.99485,18.41049,25.78143,404.04909,482.71385,344.7055,4028.244,46.5515,182.9507,254.274,7.5535,1.412896,0.062516,44.50022,0.085,0.002,0.758,0,-,-,0.373,0.627,-,-,-,-,-,-,-,0,1,0.276,-,0.01,0.99,0.987,6.4,0.154,5.5,0.057,0.065,0.372,0.227,0.125,-,-
Sedan/Wagon,Four Wheel Drive,2012,461,0.062,29.42612,23.39049,19.60415,27.37977,379.41711,452.81684,324.04539,3972.618,46.86552,174.981,255.8554,7.5445,1.472444,0.0633,47.6157,0.073,0.008,0.661,0,-,-,0.451,0.532,-,0.009,0.002,0.006,-,-,-,0,0.991,0.289,0.047,0.009,0.985,0.974,6.4,0.258,5.3,0.008,0.048,0.266,0.221,0.199,-,0.009
Sedan/Wagon,Four Wheel Drive,2013,631,0.077,30.71247,24.3822,20.35759,28.65591,361.76191,433.79071,307.4244,4007.521,47.30986,172.1722,265.0799,7.2913,1.560157,0.065188,52.43917,0.065,0.031,0.692,0,-,-,0.531,0.407,-,0.029,0.001,0.028,-,-,-,0,0.971,0.409,0.213,0.026,0.958,0.971,6.4,0.212,5.2,0.029,0.053,0.233,0.188,0.285,-,0.032
Sedan/Wagon,Four Wheel Drive,2014,630,0.082,30.36559,24.05041,20.02101,28.35553,370.17159,444.73339,313.92322,4057.984,47.62878,173.2233,272.0837,7.2133,1.609732,0.066136,49.77135,0.048,0.017,0.775,0,-,-,0.61,0.339,-,0.029,0.025,0.004,0.001,-,-,0.005,0.965,0.485,0.333,0.029,0.979,0.971,6.8,0.161,5.2,0.004,0.047,0.211,0.23,0.348,-,0.023
Sedan/Wagon,Four Wheel Drive,2015,810,0.103,32.13862,25.32908,21.21845,29.66443,348.98216,416.91973,297.73101,4007.379,47.5562,165.1102,265.8984,7.2002,1.635105,0.065582,54.83585,0.054,0.033,0.668,0,-,-,0.576,0.366,-,0.031,0.007,0.024,0.003,-,-,0.001,0.964,0.509,0.291,0.022,0.976,0.965,5.5,0.244,5,0.024,0.011,0.227,0.192,0.267,0.035,0.026
Sedan/Wagon,Four Wheel Drive,2016,742,0.104,32.62526,25.65287,21.57225,29.92286,344.25073,409.73236,294.8523,4011.232,47.53962,160.6872,261.4279,7.2522,1.647513,0.064384,56.08283,0.059,0.034,0.691,0,-,-,0.632,0.304,-,0.033,0.006,0.027,0.002,-,-,0.001,0.964,0.527,0.325,0.031,0.973,0.967,5.6,0.215,4.9,0.027,0.007,0.247,0.167,0.323,0.012,0.031
Sedan/Wagon,Four Wheel Drive,2017,865,0.124,33.17738,25.98482,21.99287,30.10741,340.08607,402.11767,293.2903,3952.202,47.26094,151.023,251.6126,7.5951,1.644252,0.062564,55.39618,0.062,0.033,0.591,-,-,-,0.706,0.247,-,0.026,0.003,0.023,0.001,-,-,0.002,0.972,0.516,0.359,0.033,0.977,0.974,5.2,0.314,4.7,0.023,0.007,0.214,0.148,0.238,0.056,0.021
Sedan/Wagon,Four Wheel Drive,2018,940,0.158,35.53185,27.80249,23.53798,32.20401,311.62398,369.52833,267.94174,4030.344,47.67108,151.3925,272.6078,7.2578,1.670313,0.066191,71.5698,0.048,0.111,0.57,0,-,-,0.669,0.216,-,0.099,0.002,0.097,0.008,-,-,0.001,0.892,0.518,0.403,0.033,0.903,0.902,5.2,0.271,4.7,0.097,0.006,0.132,0.123,0.295,0.076,0.017
Sedan/Wagon,Four Wheel Drive,2019,854,0.162,35.78739,27.96304,23.7604,32.26873,312.23006,368.46144,269.80989,3954.413,47.32308,148.6797,256.4953,7.5317,1.618813,0.063231,66.544,0.048,0.105,0.481,0.023,-,-,0.681,0.229,-,0.067,0,0.067,0.008,-,-,0.066,0.859,0.445,0.306,0.043,0.933,0.933,4.9,0.343,4.7,0.067,0.006,0.127,0.128,0.211,0.094,0.023
Sedan/Wagon,Four Wheel Drive,2020,650,0.153,37.31869,29.05157,24.72787,33.46591,296.31644,350.01435,255.8075,3983.614,47.69596,149.815,273.971,7.2076,1.636092,0.06724,75.2071,0.048,0.163,0.429,0.029,-,-,0.658,0.167,-,0.117,-,0.117,0.003,-,-,0.054,0.825,0.417,0.356,0.06,0.883,0.863,4.7,0.331,4.6,0.117,0.004,0.116,0.073,0.24,0.089,0.058
Sedan/Wagon,Four Wheel Drive,2021,674,0.19,39.83081,30.92697,26.59751,35.25632,272.80486,320.161,237.08005,4022.938,48.1425,147.8018,285.3264,6.8132,1.66977,0.069072,88.10484,0.033,0.251,0.434,0.029,-,-,0.578,0.159,-,0.177,-,0.177,0.008,-,-,0.14,0.675,0.434,0.264,0.028,0.823,0.822,4.9,0.253,4.6,0.177,0.002,0.074,0.084,0.292,0.09,0.086
Sedan/Wagon,Four Wheel Drive,2022,772,0.226,42.78203,33.18647,28.72189,37.59498,247.70359,290.03026,215.77294,4020.758,48.16152,146.0586,306.1219,6.7121,1.646274,0.073623,103.67504,0.032,0.31,0.378,0.019,-,-,0.539,0.147,-,0.255,-,0.255,0.008,-,-,0.119,0.619,0.393,0.252,0.017,0.745,0.745,4.3,0.26,4.7,0.255,0.002,0.046,0.106,0.241,0.069,0.059
Car SUV,Four Wheel Drive,2004,22,0.034,20.15976,16.43051,13.60237,19.57479,540.88401,653.34209,454.00227,4500,-,249.7978,286.2765,7.7937,1.148513,0.063617,36.99481,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,1,5,-,7,-,1,-,-,-,-,-
Car SUV,Four Wheel Drive,2005,118,0.145,23.81968,19.17725,15.96883,22.6032,463.41376,556.52172,393.17443,4112.911,-,207.6384,194.9277,9.4688,0.93517,0.047191,39.44331,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.113,0.113,5,-,6.1,-,1,-,-,-,-,-
Car SUV,Four Wheel Drive,2006,64,0.086,23.07185,18.5833,15.52394,21.82853,478.22512,572.47052,407.1277,4204.772,-,209.2428,201.6711,9.4756,0.959105,0.04769,38.98565,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,0.205,5,-,6.1,-,1,-,-,-,-,-
Car SUV,Four Wheel Drive,2007,43,0.047,23.72353,19.10338,15.90709,22.51647,465.20575,558.68169,394.68881,4222.059,-,209.5823,202.977,9.5331,0.963584,0.047791,40.2709,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.222,0.222,5,-,6.1,-,0.959,0.041,-,-,-,-
Car SUV,Four Wheel Drive,2008,49,0.053,23.58115,19.00832,15.7884,22.4645,467.53217,562.88155,395.60194,4272.886,49.10933,211.3507,214.0375,9.3463,1.007015,0.049911,40.53333,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.365,0.365,5.1,-,6.1,-,0.871,0.129,-,-,-,-
Car SUV,Four Wheel Drive,2009,17,0.028,23.17701,18.72963,15.46799,22.2726,474.48873,574.5414,399.01041,4231.509,49.04726,209.9284,210.3844,9.1839,0.997135,0.049571,39.6421,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.326,0.326,5.1,-,6,-,0.883,0.117,-,-,-,-
Car SUV,Four Wheel Drive,2010,81,0.089,27.49774,21.91465,18.44388,25.54038,405.52772,481.83996,347.95884,4272.113,48.34214,164.8548,225.4234,8.889,1.356296,0.052356,46.99657,-,-,1,-,-,-,0.974,0.026,-,-,-,-,-,-,-,-,1,0.026,-,-,1,1,6,-,5,-,-,1,-,-,-,-
Car SUV,Four Wheel Drive,2011,117,0.097,25.98565,20.80608,17.33719,24.50486,427.13471,512.59755,362.66274,4228.673,48.8316,163.8833,220.562,8.9812,1.335448,0.051741,43.9657,-,-,1,-,-,-,0.943,0.057,-,-,-,-,-,-,-,-,1,0.01,-,-,1,1,6,-,4.9,-,-,1,-,-,-,-
Car SUV,Four Wheel Drive,2012,184,0.145,26.46909,20.9772,17.66172,24.43798,423.65036,503.1787,363.6553,4213.913,48.5988,175.6139,230.3535,8.7148,1.308027,0.054364,44.29684,-,-,1,-,-,-,0.826,0.174,-,-,-,-,-,-,-,-,1,0,-,0.067,1,1,5.9,-,5.1,-,0.067,0.933,-,-,-,-
Car SUV,Four Wheel Drive,2013,118,0.078,26.39739,21.02549,17.86599,24.26229,422.67747,497.42554,366.28857,4298.252,48.06687,185.4771,262.9809,8.0141,1.450672,0.060851,45.29453,-,-,1,-,-,-,0.761,0.239,-,-,-,-,-,-,-,-,1,0.131,-,0.059,1,1,6,-,5.2,-,-,1,-,-,-,-
Car SUV,Four Wheel Drive,2014,121,0.077,25.85376,20.45704,17.39195,23.59384,434.42258,510.98358,376.66604,4356.293,48.02343,182.5375,251.663,8.3352,1.396971,0.057514,44.54112,-,-,1,-,-,-,0.962,0.038,-,-,-,-,-,-,-,-,1,0.076,-,0.038,1,1,6,-,5.1,-,-,1,-,-,-,-
Car SUV,Four Wheel Drive,2015,138,0.081,26.53284,20.95879,17.96285,23.97538,424.02259,494.74326,370.6719,4322.239,48.06259,188.4128,263.4546,8.0089,1.414239,0.060567,45.35537,-,-,1,0,-,-,0.849,0.103,-,-,-,-,-,-,-,0,1,0.087,-,0.035,1,1,6.1,-,5.3,-,-,0.932,-,0.068,-,0.047
Car SUV,Four Wheel Drive,2016,250,0.134,32.39004,25.23164,22.06835,28.29084,345.37474,395.7104,307.40224,4043.385,46.82537,142.5939,213.147,9.0513,1.408079,0.051312,62.02217,-,0.175,0.555,-,-,-,0.559,0.343,-,0.071,-,0.071,-,-,-,-,0.929,0.177,-,-,0.929,0.929,4.7,0.27,4.4,0.071,-,0.555,0.104,-,-,0.028
Car SUV,Four Wheel Drive,2017,213,0.108,31.02818,24.38721,21.23505,27.46344,356.52268,410.4181,315.86041,4174.975,48.1338,147.0474,236.3297,8.5605,1.458772,0.054865,63.56519,-,0.231,0.76,0.009,-,-,0.828,-,-,0.08,-,0.08,-,-,-,0.009,0.911,0.245,-,-,0.92,0.92,5.8,-,4.4,0.08,-,0.707,0.151,0.053,-,0.092
Car SUV,Four Wheel Drive,2018,160,0.087,34.11024,26.42743,23.61567,29.03603,324.15017,363.25541,294.64654,4059.751,47.39314,129.7975,219.8419,8.8769,1.423274,0.051976,69.95227,-,0.234,0.756,0.01,-,-,0.793,0.033,-,0.105,-,0.105,0.033,-,-,0.01,0.852,0.22,-,-,0.895,0.895,5.5,-,4.1,0.138,-,0.69,0.129,0.032,-,0.068
Car SUV,Four Wheel Drive,2019,180,0.095,33.02271,25.52412,22.9295,27.90631,343.19225,382.41187,313.60551,3947.304,47.21517,136.0524,199.9168,9.1079,1.355297,0.04933,58.0054,-,0.092,0.894,0.014,-,-,0.854,0.012,-,0.045,-,0.045,0.012,-,-,0.014,0.929,0.135,0.287,-,0.955,0.955,6.4,-,4.1,0.057,-,0.55,0.047,0.332,-,0.089
Car SUV,Four Wheel Drive,2020,238,0.133,39.53003,30.59822,27.53295,33.40367,270.45211,303.65172,245.4068,4139.674,48.27372,137.0605,265.2339,7.7598,1.384255,0.061706,103.26023,-,0.296,0.694,0.01,-,-,0.678,0.007,-,0.247,-,0.247,0.007,-,-,0.01,0.735,0.147,0.288,-,0.753,0.753,5.4,-,4.1,0.255,-,0.362,0.049,0.324,-,0.067
Car SUV,Four Wheel Drive,2021,250,0.159,63.53229,48.71651,45.78797,51.18622,135.85706,150.10866,125.10586,4258.403,49.0367,136.7743,296.3653,6.5187,1.366819,0.068145,181.35169,-,0.655,0.33,0.015,-,-,0.206,0.107,-,0.608,-,0.608,0.004,-,-,0.013,0.374,0.075,-,-,0.392,0.392,3,-,4.3,0.611,-,0.288,0.046,0.04,-,0.078
Car SUV,Four Wheel Drive,2022,316,0.237,78.2192,59.38887,56.57174,61.70698,89.88748,99.99994,82.25878,4493.224,50.22257,153.0565,402.8488,5.2926,1.54772,0.087676,200.98024,-,0.758,0.135,0.023,-,-,-,0.139,-,0.721,-,0.721,0.02,-,-,0.011,0.248,0.117,0.207,-,0.279,0.279,2.1,0.084,4.6,0.729,-,-,0.037,0.126,-,0.141
Minivan/Van,Four Wheel Drive,1985,3,0.003,25.01579,21.35316,19.18427,24.7768,416.19133,463.24421,358.68225,3000,-,122,88,16.0214,0.721311,0.029333,32.03885,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,5,-,4,-,1,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1986,13,0.013,25.11,21.35728,19.14391,24.76946,416.11115,464.22083,358.78864,3000,-,122,88,15.3206,0.721311,0.029333,32.03591,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,5,-,4,-,1,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1987,21,0.019,24.24117,20.46754,19.03827,22.41586,434.19976,466.79657,396.46044,3459.199,-,127.8156,94.4538,16.4091,0.73931,0.027585,35.559,0.664,-,0.229,-,0.106,0.325,-,0.675,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4.8,-,4,0.229,0.771,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1988,9,0.008,26.17211,22.07164,19.96239,25.06861,402.64345,445.1872,354.50707,3378.019,-,124.8507,96.9502,15.8541,0.777448,0.028938,37.21688,0.897,-,0.103,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4.9,-,4,0.103,0.897,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1989,9,0.007,23.39542,19.65076,17.92477,21.98343,452.24714,495.79445,404.25894,3567.019,-,135.5679,106.2538,15.3052,0.781088,0.029878,35.06799,0.594,-,0.372,-,0.035,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4.6,-,4.3,0.372,0.628,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1990,83,0.066,20.11146,16.87912,15.21372,19.13491,526.50862,584.14381,464.43918,4049.938,-,201.6338,151.481,12.457,0.765041,0.03747,34.19652,0.032,0.043,0.925,-,-,-,-,0.85,0.15,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,5.8,0.971,0.029,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1991,113,0.109,20.59047,17.2306,15.45324,19.59981,515.76846,575.08978,453.42275,4076.214,-,199.6256,152.3234,12.4869,0.777792,0.037394,35.16302,0.046,-,0.954,-,-,-,-,0.859,0.141,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,5.7,0.957,0.043,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1992,67,0.055,20.27154,16.92295,15.09652,19.32122,525.14474,588.67873,459.96063,4408.809,-,212.4042,161.5727,12.2857,0.773559,0.036576,37.25651,0.033,-,0.967,-,-,-,-,0.911,0.089,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,5.6,0.967,0.033,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1993,65,0.045,20.30847,16.91757,14.95831,19.47378,525.31175,594.11798,456.35725,4571.264,-,229.2483,174.2303,11.1336,0.764697,0.03809,38.67927,0.002,0.004,0.995,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,5.9,0.998,0.002,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1994,91,0.064,20.66228,17.17268,15.08576,19.86155,517.50802,589.09874,447.44741,4408.19,-,219.1363,168.8164,11.0804,0.780553,0.038335,37.7914,0.005,-,0.995,-,-,-,-,0.975,0.025,-,-,-,-,-,-,-,1,-,-,-,0.349,-,4,-,5.9,0.995,0.005,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1995,150,0.091,21.72283,18.00008,15.70683,20.91887,493.71992,565.80497,424.83179,4209.527,-,208.5355,159.023,11.5188,0.774865,0.037782,37.86081,0.004,-,0.996,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.17,-,4,-,5.9,0.996,0.004,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1996,33,0.023,19.99313,16.51382,14.49011,18.98638,538.15532,613.31492,468.07234,4726.773,-,244.0266,177.2112,11.8271,0.734548,0.037466,39.03113,0.001,-,0.999,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.153,-,4,-,5.9,0.999,0.001,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1997,59,0.047,19.95238,16.4468,14.33585,18.99435,540.3482,619.91438,467.87587,4692.852,-,242.6931,178.8177,11.654,0.740898,0.038023,38.60309,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.102,-,4.1,-,6,0.864,0.136,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1998,48,0.032,20.21971,16.62858,14.39895,19.28551,534.44127,617.19787,460.81234,4713.485,-,238.3969,180.219,12.0173,0.761605,0.038246,39.24335,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.179,-,4,-,6,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,1999,40,0.027,20.37756,16.70316,14.4364,19.34149,532.05486,615.59654,459.47861,4747.208,-,250.5468,186.1823,11.6918,0.744536,0.039286,39.6521,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,6,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2000,46,0.027,20.52604,16.7442,14.52841,19.23166,530.75087,611.6981,462.10269,4764.27,-,252.5299,181.1612,11.4157,0.716695,0.038026,39.88249,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,6,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2001,107,0.087,17.30645,14.1866,12.13259,16.50314,626.43626,732.49,538.50354,5614.063,-,300.3656,240.6254,10.1958,0.804984,0.042826,39.96009,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,7.4,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2002,38,0.03,19.81983,16.14503,13.75459,18.78895,550.44812,646.11157,472.9909,4771.913,-,239.7128,195.4721,10.9261,0.823829,0.041063,39.11129,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,6,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2003,62,0.05,20.70101,16.7797,14.28688,19.4653,529.62814,622.03919,456.55598,4839.102,-,238.6605,202.1596,10.745,0.853534,0.041646,40.97079,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,-,6.2,1,-,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2004,47,0.049,21.59706,17.40618,14.83797,20.09178,510.56587,598.93643,442.32026,4730.785,-,228.5148,222.2274,9.8826,0.994406,0.04711,41.45099,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.556,0.556,4.6,-,6.2,0.444,0.556,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2005,81,0.055,22.43371,17.96537,15.35911,20.60274,494.67387,578.61435,431.35035,4645.469,-,206.3998,213.2111,9.8125,1.051448,0.045972,41.92987,-,-,0.552,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.748,0.3,4.5,0.448,6.1,0.252,0.3,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2006,53,0.045,22.709,18.18991,15.51235,20.91309,488.56742,572.89853,424.94922,4668.634,-,205.497,214.211,9.91,1.052202,0.045873,42.4596,-,-,0.624,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.769,0.393,4.6,0.376,6.2,0.231,0.393,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2007,25,0.029,22.74756,18.18394,15.60892,20.76864,488.72796,569.35394,427.90485,4695.057,-,214.2146,238.1303,9.3388,1.129473,0.050699,42.71502,-,-,0.484,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.841,0.325,4.7,0.516,6.3,0.159,0.325,-,-,-,-,-
Minivan/Van,Four Wheel Drive,2008,32,0.04,22.29444,17.89044,15.20423,20.64158,496.74562,584.50831,430.53867,4651.185,54.04123,226.2572,269.9351,8.5681,1.210945,0.058224,41.58304,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.874,0.41,5.3,-,6.3,0.126,0.41,0.464,-,-,-,-
Minivan/Van,Four Wheel Drive,2009,9,0.025,21.37635,17.11632,14.73862,19.48803,519.2121,602.97367,456.02354,4824.327,56.95361,241.822,275.2561,8.5246,1.168856,0.057395,41.34001,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.732,0.732,4.9,-,6.5,0.268,0.604,0.128,-,-,-,-
Minivan/Van,Four Wheel Drive,2010,9,0.016,21.13676,16.92754,14.58942,19.25551,525.00247,609.13996,461.53032,4918.535,58.09428,250.0197,278.1937,8.6877,1.146122,0.056944,41.59768,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.652,1,4.7,-,6.7,0.348,0.652,-,-,-,-,-
